filename,Solve,Parse,Eval,Steps
../smt-lib/AUFLIA/20170829-Rodin/smt9043586331409861035.smt2, 0.008, 2.051, Proofterm: 3.453, 18
../smt-lib/AUFLIA/20170829-Rodin/smt263609111126046982.smt2, 0.020, 6.197, Proofterm: 9.738, 42
../smt-lib/AUFLIA/20170829-Rodin/smt4341370744089114592.smt2, 0.071, 1.591, Proofterm: 0.457, 2
../smt-lib/AUFLIA/20170829-Rodin/smt8625667918243671661.smt2, 0.068, 3.219, Proofterm: 1.901, 11
../smt-lib/AUFLIA/20170829-Rodin/smt7852319037456994413.smt2, 0.051, 7.313, Proofterm: 5.258, 21
../smt-lib/AUFLIA/20170829-Rodin/smt8478527148273126145.smt2, 0.014, 1.746, Proofterm: 0.021, 
../smt-lib/AUFLIA/20170829-Rodin/smt4554302636963093595.smt2, 0.017, 0.810, Proofterm: 0.297, 
../smt-lib/AUFLIA/20170829-Rodin/smt2667264583198719828.smt2, 0.040, 2.157, Proofterm: 2.017, 12
../smt-lib/AUFLIA/20170829-Rodin/smt7399373559952043054.smt2, 0.044, 2.124, Proofterm: 3.348, 11
"pt |- (?x128. (k + 1 = k + 1 & MS0 l (k + 1) r) & x128 = s) <--> k + 1 = k + 1 & s = s & MS0 l (k + 1) r
goal (?x128. (k + 1 = k + 1 & MS0 l (k + 1) r) & s = x128) <--> (k + 1 = k + 1 & MS0 l (k + 1) r) & s = s
../smt-lib/AUFLIA/20170829-Rodin/smt872164429150466761.smt2", 0.084, 9.480, Error: ../smt-lib/AUFLIA/20170829-Rodin/smt872164429150466761.smt2 ," 298
../smt-lib/AUFLIA/20170829-Rodin/smt872164429150466761.smt2", 0.084, 9.480, Proofterm: 1.851, 29
../smt-lib/AUFLIA/20170829-Rodin/smt7264001379635341214.smt2, 0.014, 1.822, Proofterm: 3.264, 12
../smt-lib/AUFLIA/20170829-Rodin/smt8839582396292960492.smt2, 0.105, 11.158, Proofterm: 24.785, 68
../smt-lib/AUFLIA/20170829-Rodin/smt7332664541846424372.smt2, 0.150, 1.631, Proofterm: 0.007, 
